CISNo,audit_name,reg_query_path,reg_query_name,query_method,description
18.10.42.6.1.2,18.10.42.6.1.2 (L1) Ensure 'Configure Attack Surface Reduction rules: Set the state for each ASR rule' is configured,HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\ASR\Rules,"26190899-1602-49e8-8b27-eb1d0a1ce869, 3b576869-a4ec-4529-8536-b80a7769e899, 56a863a9-875e-4185-98a7-b882c64b5ce5, 5beb7efe-fd9a-4556-801d-275e5ffc04cc, 75668c1f-73b5-4cf0-bb93-3ecf5cb7cc84, 7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c, 92e97fa1-2edf-4476-bdd6-9dd0b4dddc7b, 9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2, b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4, be9ba2d9-53ea-4cdc-84e5-9b1eeee46550, d3e037e1-3eb8-44c8-a917-57927947596d, d4f940ab-401b-4efc-aadc-ad5f3c50688a, e6db77e5-3df2-4cf1-b95a-636979351e5b",registry,This policy setting sets the Attack Surface Reduction rules. The recommended state for this setting is: 26190899-1602-49e8-8b27-eb1d0a1ce869 - 1 (Block Office communication application from creating child processes) 3b576869-a4ec-4529-8536-b80a7769e899 - 1 (Block Office applications from creating executable content) 56a863a9-875e-4185-98a7-b882c64b5ce5 - 1 (Block abuse of exploited vulnerable signed drivers) 5beb7efe-fd9a-4556-801d-275e5ffc04cc - 1 (Block execution of potentially obfuscated scripts) 75668c1f-73b5-4cf0-bb93-3ecf5cb7cc84 - 1 (Block Office applications from injecting code into other processes) 7674ba52-37eb-4a4f-a9a1-f0f9a1619a2c - 1 (Block Adobe Reader from creating child processes) 92e97fa1-2edf-4476-bdd6-9dd0b4dddc7b - 1 (Block Win32 API calls from Office macro) 9e6c4e1f-7d60-472f-ba1a-a39ef669e4b2 - 1 (Block credential stealing from the Windows local security authority subsystem (lsass.exe)) b2b3f03d-6a65-4f7b-a9c7-1c7ef74a9ba4 - 1 (Block untrusted and unsigned processes that run from USB) be9ba2d9-53ea-4cdc-84e5-9b1eeee46550 - 1 (Block executable content from email client and webmail) d3e037e1-3eb8-44c8-a917-57927947596d - 1 (Block JavaScript or VBScript from launching downloaded executable content) d4f940ab-401b-4efc-aadc-ad5f3c50688a - 1 (Block Office applications from creating child processes) e6db77e5-3df2-4cf1-b95a-636979351e5b - 1 (Block persistence through WMI event subscription)
18.10.42.6.3.1,18.10.42.6.3.1 (L1) Ensure 'Prevent users and apps from accessing dangerous websites' is set to 'Enabled: Block',HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Windows Defender Exploit Guard\Network Protection,EnableNetworkProtection,registry,This policy setting controls Microsoft Defender Exploit Guard network protection. The recommended state for this setting is: Enabled: Block.
18.10.42.7.1,18.10.42.7.1 (L1) Ensure 'Enable file hash computation feature' is set to 'Enabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\MpEngine,EnableFileHashComputation,registry,This setting determines whether hash values are computed for files scanned by Microsoft Defender. The recommended state for this setting is: Enabled.
18.10.42.10.1,18.10.42.10.1 (L1) Ensure 'Scan all downloaded files and attachments' is set to 'Enabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableIOAVProtection,registry,This policy setting configures scanning for all downloaded files and attachments. The recommended state for this setting is: Enabled.
18.10.42.10.2,18.10.42.10.2 (L1) Ensure 'Turn off real-time protection' is set to 'Disabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableRealtimeMonitoring,registry,This policy setting configures real-time protection prompts for known malware detection. Microsoft Defender Antivirus alerts you when malware or potentially unwanted software attempts to install itself or to run on your computer. The recommended state for this setting is: Disabled.
18.10.42.10.3,18.10.42.10.3 (L1) Ensure 'Turn on behavior monitoring' is set to 'Enabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableBehaviorMonitoring,registry,This policy setting allows you to configure behavior monitoring for Microsoft Defender Antivirus. The recommended state for this setting is: Enabled.
18.10.42.10.4,18.10.42.10.4 (L1) Ensure 'Turn on script scanning' is set to 'Enabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Real-Time Protection,DisableScriptScanning,registry,This policy setting allows script scanning to be turned on/off. Script scanning intercepts scripts then scans them before they are executed on the system. The recommended state for this setting is: Enabled.
18.10.42.12.1,18.10.42.12.1 (L2) Ensure 'Configure Watson events' is set to 'Disabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Reporting,DisableGenericRePorts,registry,This policy setting allows you to configure whether or not Watson events are sent. The recommended state for this setting is: Disabled.
18.10.42.13.1,18.10.42.13.1 (L1) Ensure 'Scan packed executables' is set to 'Enabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Scan,DisablePackedExeScanning,registry,This policy setting manages whether or not Microsoft Defender Antivirus scans packed executables. Packed executables are executable files that contain compressed code. The recommended state for this setting is: Enabled.
18.10.42.13.2,18.10.42.13.2 (L1) Ensure 'Scan removable drives' is set to 'Enabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Scan,DisableRemovableDriveScanning,registry,"This policy setting manages whether or not to scan for malicious software and unwanted software in the contents of removable drives, such as USB flash drives, when running a full scan. The recommended state for this setting is: Enabled."
18.10.42.13.3,18.10.42.13.3 (L1) Ensure 'Turn on e-mail scanning' is set to 'Enabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender\Scan,DisableEmailScanning,registry,"This policy setting configures e-mail scanning. When e-mail scanning is enabled, the engine will parse the mailbox and mail files, according to their specific format, in order to analyze the mail bodies and attachments. Several e-mail formats are currently supported, for example: pst (Outlook), dbx, mbx, mime (Outlook Express), binhex (Mac). The recommended state for this setting is: Enabled."
18.10.42.16,18.10.42.16 (L1) Ensure 'Configure detection for potentially unwanted applications' is set to 'Enabled: Block',HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender,PUAProtection,registry,"This policy setting controls detection and action for Potentially Unwanted Applications (PUA), which are sneaky unwanted application bundlers or their bundled applications, that can deliver adware or malware. The recommended state for this setting is: Enabled: Block."
18.10.42.17,18.10.42.17 (L1) Ensure 'Turn off Microsoft Defender AntiVirus' is set to 'Disabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows Defender,DisableAntiSpyware,registry,"This policy setting turns off Microsoft Defender Antivirus. If the setting is configured to Disabled, Microsoft Defender Antivirus runs and computers are scanned for malware and other potentially unwanted software. The recommended state for this setting is: Disabled."
18.10.43.1,18.10.43.1 (NG) Ensure 'Allow auditing events in Microsoft Defender Application Guard' is set to 'Enabled',HKLM:\SOFTWARE\Policies\Microsoft\AppHVSI,AuditApplicationGuard,registry,This policy setting allows you to decide whether auditing events can be collected from Microsoft Defender Application Guard. The recommended state for this setting is: Enabled.
18.10.43.2,18.10.43.2 (NG) Ensure 'Allow camera and microphone access in Microsoft Defender Application Guard' is set to 'Disabled',HKLM:\SOFTWARE\Policies\Microsoft\AppHVSI,AllowCameraMicrophoneRedirection,registry,The policy allows you to determine whether applications inside Microsoft Defender Application Guard can access the device’s camera and microphone. The recommended state for this setting is: Disabled.
18.10.43.3,18.10.43.3 (NG) Ensure 'Allow data persistence for Microsoft Defender Application Guard' is set to 'Disabled',HKLM:\SOFTWARE\Policies\Microsoft\AppHVSI,AllowPersistence,registry,This policy setting allows you to decide whether data should persist across different sessions in Microsoft Defender Application Guard. The recommended state for this setting is: Disabled.
18.10.43.4,18.10.43.4 (NG) Ensure 'Allow files to download and save to the host operating system from Microsoft Defender Application Guard' is set to 'Disabled',HKLM:\SOFTWARE\Policies\Microsoft\AppHVSI,SaveFilesToHost,registry,This policy setting determines whether to save downloaded files to the host operating system from the Microsoft Defender Application Guard container. The recommended state for this setting is: Disabled.
18.10.43.5,18.10.43.5 (NG) Ensure 'Configure Microsoft Defender Application Guard clipboard settings: Clipboard behavior setting' is set to 'Enabled: Enable clipboard operation from an isolated session to the host',HKLM:\SOFTWARE\Policies\Microsoft\AppHVSI,AppHVSIClipboardSettings,registry,This policy setting allows you to decide how the clipboard behaves while in Microsoft Defender Application Guard. The recommended state for this setting is: Enabled: Enable clipboard operation from an isolated session to the host.
18.10.43.6,18.10.43.6 (NG) Ensure 'Turn on Microsoft Defender Application Guard in Managed Mode' is set to 'Enabled: 1',HKLM:\SOFTWARE\Policies\Microsoft\AppHVSI,AllowAppHVSI_ProviderSet,registry,This policy setting enables application isolation through Microsoft Defender Application Guard (Application Guard). There are 4 options available: 1. Disable Microsoft Defender Application Guard 2. Enable Microsoft Defender Application Guard for Microsoft Edge ONLY 3. Enable Microsoft Defender Application Guard for Microsoft Office ONLY 4. Enable Microsoft Defender Application Guard for Microsoft Edge AND Microsoft Office The recommended state for this setting is: Enabled: 1 (Enable Microsoft Defender Application Guard for Microsoft Edge ONLY).
18.10.49.1,18.10.49.1 (L2) Ensure 'Enable news and interests on the taskbar' is set to 'Disabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Feeds,EnableFeeds,registry,This policy setting specifies whether the news and interests feature is allowed on the device. The recommended state for this setting is: Disabled.
18.10.50.1,18.10.50.1 (L1) Ensure 'Prevent the usage of OneDrive for file storage' is set to 'Enabled',HKLM:\SOFTWARE\Policies\Microsoft\Windows\OneDrive,DisableFileSyncNGSC,registry,This policy setting lets you prevent apps and features from working with files on OneDrive using the Next Generation Sync Client. The recommended state for this setting is: Enabled.
