audit_name,CISNo,condition,map,remediation,description
18.10.88.2.2 (L2) Ensure 'Allow remote server management through WinRM' is set to 'Disabled' (Automated),18.10.88.1.3,AllowAutoConfig == 0,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Administrative Templates\Windows Components\Windows Remote Management (WinRM)\WinRM Service\Allow remote server management through WinRM",This policy setting allows you to manage whether the Windows Remote Management (WinRM) client will not use Digest authentication. The recommended state for this setting is: Enabled.
18.10.88.2.3 (L1) Ensure 'Allow unencrypted traffic' is set to 'Disabled' (Automated),18.10.88.2.1,AllowUnencryptedTraffic ==0,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Remote Management (WinRM)\WinRM Service\Allow unencrypted traffic",This policy setting allows you to manage whether the Windows Remote Management (WinRM) service accepts Basic authentication from a remote client. The recommended state for this setting is: Disabled.
18.10.88.2.4 (L1) Ensure 'Disallow WinRM from storing RunAs credentials' is set to 'Enabled' (Automated),18.10.88.2.2,DisableRunAs == 1,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Remote Management (WinRM)\WinRM Service\Disallow WinRM from storing RunAs credentials",This policy setting allows you to manage whether the Windows Remote Management (WinRM) service automatically listens on the network for requests on the HTTP transport over the default HTTP port. The recommended state for this setting is: Disabled.
18.10.89.1 (L2) Ensure 'Allow Remote Shell Access' is set to 'Disabled' (Automated),18.10.88.2.3,AllowRemoteShellAccess == 0,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Remote Shell\Allow Remote Shell Access",This policy setting allows you to manage whether the Windows Remote Management (WinRM) service sends and receives unencrypted messages over the network. The recommended state for this setting is: Disabled.
18.10.90.1 (L1) Ensure 'Allow clipboard sharing with Windows Sandbox' is set to 'Disabled' (Automated),18.10.88.2.4,AllowClipboardRedirection == 0,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Sandbox\Allow clipboard sharing with Windows Sandbox",This policy setting allows you to manage whether the Windows Remote Management (WinRM) service will allow RunAs credentials to be stored for any plug-ins. The recommended state for this setting is: Enabled.
18.10.90.2 (L1) Ensure 'Allow networking in Windows Sandbox' is set to 'Disabled' (Automated),18.10.89.1,AllowNetworking == 0,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Sandbox\Allow networking in Windows Sandbox",This policy setting allows you to manage configuration of remote access to all supported shells to execute scripts and commands. The recommended state for this setting is: Disabled.
18.10.91.2.1 (L1) Ensure 'Prevent users from modifying settings' is set to 'Enabled' (Automated),18.10.90.1,DisallowExploitProtectionOverride == 1,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Security\App and browser protection\Prevent users from modifying settings",This policy setting enables or disables clipboard sharing with the Windows Sandbox. The recommended state for this setting is: Disabled.
18.10.92.1.1 (L1) Ensure 'No auto-restart with logged on users for scheduled automatic updates installations' is set to 'Disabled' (Automated),18.10.90.2,NoAutoRebootWithLoggedOnUsers == 0,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Update\Legacy Policies\No auto-restart with logged on users for scheduled automatic updates installations","This policy setting enables or disables networking in the Windows Sandbox. Networking is achieved by creating a virtual switch on the host, and connecting the Windows Sandbox to it via a virtual Network Interface Card (NIC). The recommended state for this setting is: Disabled."
18.10.92.2.1 (L1) Ensure 'Configure Automatic Updates' is set to 'Enabled' (Automated),18.10.91.2.1,NoAutoUpdate == 0,"{""0"":""Enabled"",""1"":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Update\Manage end user experience\Configure Automatic Updates",This policy setting prevent users from making changes to the Exploit protection settings area in the Windows Security settings. The recommended state for this setting is: Enabled.
18.10.92.2.2 (L1) Ensure 'Configure Automatic Updates: Scheduled install day' is set to '0 - Every day' (Automated),18.10.92.1.1,ScheduledInstallDay == 0,"{""0"":""Every day"",""1"":""Every Sunday"",""2"":""Every Monday"",""3"":""Every Tuesday"",""4"":""Every Wednesday"",""5"":""Every Thursday"",""6"":""Every Friday"",""7"":""Every Saturday""}","To establish the recommended configuration via GP, set the following UI path to 0 - Every day: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Update\Manage end user experience\Configure Automatic Updates: Scheduled install day",This policy setting specifies that Automatic Updates will wait for computers to be restarted by the users who are logged on to them to complete a scheduled installation. The recommended state for this setting is: Disabled.
"18.10.92.2.3 (L1) Ensure 'Remove access to ""Pause updates"" feature' is set to 'Enabled' (Automated)",18.10.92.2.1,SetDisablePauseUXAccess == 1,"{""0"":""Disabled"",""1"":""Enabled""}","To establish the recommended configuration via GP, set the following UI path to Enabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Update\Manage end user experience\Remove access to ""Pause updates"" feature","This policy setting specifies whether computers in your environment will receive security updates from Windows Update or WSUS. If you configure this policy setting to Enabled, the operating system will recognize when a network connection is available and then use the network connection to search Windows Update or your designated intranet site for updates that apply to them. After you configure this policy setting to Enabled, select one of the following three options in the Configure Automatic Updates Properties dialog box to specify how the service will work: â€¢ 2 - Notify for download and auto install (Notify before downloading any updates) â€¢ 3 - Auto download and notify for install (Download the updates automatically and notify when they are ready to be installed.) (Default setting) â€¢ 4 - Auto download and schedule the install (Automatically download updates and install them on the schedule specified below.)) â€¢ 5 - Allow local admin to choose setting (Leave decision on above choices up to the local Administrators (Not Recommended)) The recommended state for this setting is: Enabled."
18.10.92.4.1 (L1) Ensure 'Manage preview builds' is set to 'Disabled' (Automated),18.10.92.2.2,ManagePreviewBuildsPolicyValue == 1,"{""0"":""Enabled"",""1"":""Disabled""}","To establish the recommended configuration via GP, set the following UI path to Disabled: Computer Configuration\Policies\Administrative Templates\Windows Components\Windows Update\Manage updates offered from Windows Update\Manage preview builds",This policy setting specifies when computers in your environment will receive security updates from Windows Update or WSUS. The recommended state for this setting is: 0 - Every day.
