audit_id,audit_name,audit_description,audit_remediation,check
5.3.2.4.3,Ensure pam_unix includes a strong password hashing algorithm,"
A cryptographic hash function converts an arbitrary-length input into a fixed length
output. Password hashing performs a one-way transformation of a password, turning
the password into another string, called the hashed password.
","
Notes:
• If yescrypt becomes available in a future release, this would also be acceptable.
It is highly recommended that the chosen hashing algorithm is consistent across
/etc/libuser.conf, /etc/login.defs, /etc/pam.d/password-auth, and
/etc/pam.d/system-auth.
• This only effects local users and passwords created after updating the files to
use sha512 or yescrypt. If it is determined that the password algorithm being
used is not sha512 or yescrypt, once it is changed, it is recommended that all
user ID's be immediately expired and forced to change their passwords on next
login.
Run one of the following commands to add a strong password hashing algorithm on the
password stack's pam_unix.so module lines:
# pam-config -a --unix --unix-sha512
- OR -
# pam-config -a --unix --unix-yescrypt
",,TRUE
5.3.2.4.4,Ensure pam_unix includes use_authtok,"
use_authtok - When password changing enforce the module to set the new password
to the one provided by a previously stacked password module
","
Edit or create the line use_authtok on the password stack's pam_unix.so module
lines:
/etc/pam.d/common-password:password required pam_unix.so
use_authtok shadow sha512
/etc/pam.d/common-password-pc:password required pam_unix.so
use_authtok shadow sha512
",,TRUE
5.4.1.1,Ensure password expiration is configured,"
The PASS_MAX_DAYS parameter in /etc/login.defs allows an administrator to force
passwords to expire once they reach a defined age.

PASS_MAX_DAYS <N> - The maximum number of days a password may be used. If the
password is older than this, a password change will be forced. If not specified, -1 will be
assumed (which disables the restriction).
","
Set the PASS_MAX_DAYS parameter to conform to site policy in /etc/login.defs :
PASS_MAX_DAYS 365
Modify user parameters for all users with a password set to match:
# chage --maxdays 365 <user>
Edit /etc/login.defs and set PASS_MAX_DAYS to a value greater than 0 that follows
local site policy:
Example:
PASS_MAX_DAYS 365
Run the following command to modify user parameters for all users with a password set
to a maximum age no greater than 365 or less than 1 that follows local site policy:
# chage --maxdays <N> <user>
Example:
# awk -F: '($2~/^\$.+\$/) {if($5 > 365 || $5 < 1)system (""chage --maxdays 365
"" $1)}' /etc/shadow
Warning: If a password has been set at system install or kickstart, the last change
date field is not set, In this case, setting PASS_MAX_DAYS will immediately expire the
password. One possible solution is to populate the last change date field through a
command like: chage -d ""$(date +%Y-%m-%d)"" root
Default Value:
PASS_MAX_DAYS 99999
",,TRUE
5.4.1.3,Ensure password expiration warning days is configured,"
The PASS_WARN_AGE parameter in /etc/login.defs allows an administrator to notify
users that their password will expire in a defined number of days.
PASS_WARN_AGE <N> - The number of days warning given before a password expires. A
zero means warning is given only upon the day of expiration, a negative value means
no warning is given. If not specified, no warning will be provided.
","
Edit /etc/login.defs and set PASS_WARN_AGE to a value of 7 or more that follows
local site policy:
Example:
PASS_WARN_AGE 7
Run the following command to modify user parameters for all users with a password set
to a minimum warning to 7 or more days that follows local site policy:
# chage --warndays <N> <user>
Example:
# awk -F: '($2~/^\$.+\$/) {if($6 < 7)system (""chage --warndays 7 "" $1)}'
/etc/shadow
Default Value:
PASS_WARN_AGE 7
",,TRUE
5.4.1.4,Ensure strong password hashing algorithm is configured,"
A cryptographic hash function converts an arbitrary-length input into a fixed length
output. Password hashing performs a one-way transformation of a password, turning
the password into another string, called the hashed password.
ENCRYPT_METHOD (string) - This defines the system default encryption algorithm for
encrypting passwords (if no algorithm are specified on the command line). It can take
one of these values:
• MD5 - MD5-based algorithm will be used for encrypting password
• SHA256 - SHA256-based algorithm will be used for encrypting password
• SHA512 - SHA512-based algorithm will be used for encrypting password
• BCRYPT - BCRYPT-based algorithm will be used for encrypting password
• YESCRYPT - YESCRYPT-based algorithm will be used for encrypting password
• DES - DES-based algorithm will be used for encrypting password (default)
Note:
• This parameter overrides the deprecated MD5_CRYPT_ENAB variable.
• This parameter will only affect the generation of group passwords.
• The generation of user passwords is done by PAM and subject to the PAM
configuration.
• It is recommended to set this variable consistently with the PAM configuration.
","
Edit /etc/login.defs and set the ENCRYPT_METHOD to SHA512 or YESCRYPT:
ENCRYPT_METHOD <HASHING_ALGORITHM>
Example:
ENCRYPT_METHOD YESCRYPT
Note:
• This only effects local groups' passwords created after updating the file to use
sha512 or yescrypt.
• If it is determined that the password algorithm being used is not sha512 or
yescrypt, once it is changed, it is recommended that all group passwords be
updated to use the stronger hashing algorithm.
• It is recommended that the chosen hashing algorithm is consistent across
/etc/login.defs and the PAM configuration
Default Value:
ENCRYPT_METHOD SHA512
",,TRUE
5.4.1.5,Ensure inactive password lock is configured,"
User accounts that have been inactive for over a given period of time can be
automatically disabled.

INACTIVE - Defines the number of days after the password exceeded its maximum age
where the user is expected to replace this password.

The value is stored in the shadow password file. An input of 0 will disable an expired
password with no delay. An input of -1 will blank the respective field in the shadow
password file.
","
Run the following command to set the default password inactivity period to 45 days or
less that meets local site policy:
# useradd -D -f <N>
Example:
# useradd -D -f 45
Run the following command to modify user parameters for all users with a password set
to a inactive age of 45 days or less that follows local site policy:
# chage --inactive <N> <user>
Example:
# awk -F: '($2~/^\$.+\$/) {if($7 > 45 || $7 < 0)system (""chage --inactive 45
"" $1)}' /etc/shadow
Default Value:
INACTIVE=-1
",,TRUE
5.4.1.6,Ensure all users last password change date is in the past,"
All users should have a password change date in the past.
","
Investigate any users with a password change date in the future and correct them.
Locking the account, expiring the password, or resetting the password manually may be
appropriate.
",,TRUE
5.4.2.1,Ensure root is the only UID 0 account,"
Any account with UID 0 has superuser privileges on the system.
","
Run the following command to change the root account UID to 0:
# usermod -u 0 root
Modify any users other than root with UID 0 and assign them a new UID.
",,TRUE
5.4.2.2,Ensure root is the only GID 0 account,"
The usermod command can be used to specify which group the root account belongs
to. This affects permissions of files that are created by the root account.
","
Run the following command to set the root user's GID to 0:
# usermod -g 0 root
Run the following command to set the root group's GID to 0:
# groupmod -g 0 root
Remove any users other than the root user with GID 0 or assign them a new GID if
appropriate.
",,TRUE
5.4.2.3,Ensure group root is the only GID 0 group,"
The groupmod command can be used to specify which group the root group belongs
to. This affects permissions of files that are group owned by the root group.
","
Run the following command to set the root group's GID to 0:
# groupmod -g 0 root
Remove any groups other than the root group with GID 0 or assign them a new GID if
appropriate.
",,TRUE
5.4.2.4,Ensure root account access is controlled,"
There are a number of methods to access the root account directly. Without a password
set any user would be able to gain access and thus control over the entire system.
","
Run the following command to set a password for the root user:
# passwd root
- OR -
Run the following command to lock the root user account:
# usermod -L root
",,TRUE
5.4.2.5,Ensure root path integrity,"
The root user can execute any command on the system and could be fooled into
executing programs unintentionally if the PATH is not set correctly.
","
Correct or justify any:
• Locations that are not directories
• Empty directories (::)
• Trailing (:)
• Current working directory (.)
• Non root owned directories
• Directories that less restrictive than mode 0755
",,TRUE
5.4.2.6,Ensure root user umask is configured,"
The user file-creation mode mask (umask) is used to determine the file permission for
newly created directories and files. In Linux, the default permissions for any newly
created directory is 0777 (rwxrwxrwx), and for any newly created file it is 0666 (rw-rw-
rw-). The umask modifies the default Linux permissions by restricting (masking) these
permissions. The umask is not simply subtracted, but is processed bitwise. Bits set in
the umask are cleared in the resulting file mode.
umask can be set with either Octal or Symbolic values:
• Octal (Numeric) Value - Represented by either three or four digits. ie umask
0027 or umask 027. If a four digit umask is used, the first digit is ignored. The
remaining three digits effect the resulting permissions for user, group, and
world/other respectively.
• Symbolic Value - Represented by a comma separated list for User u, group g,
and world/other o. The permissions listed are not masked by umask. ie a umask
set by umask u=rwx,g=rx,o= is the Symbolic equivalent of the Octal umask
027. This umask would set a newly created directory with file mode drwxr-x---
and a newly created file with file mode rw-r-----.
root user Shell Configuration Files:
• /root/.bash_profile - Is executed to configure the root users' shell before the
initial command prompt. Is only read by login shells.
• /root/.bashrc - Is executed for interactive shells. only read by a shell that's
both interactive and non-login
umask is set by order of precedence. If umask is set in multiple locations, this order of
precedence will determine the system's default umask.
Order of precedence:
1. /root/.bash_profile
2. /root/.bashrc
3. The system default umask
","
Edit /root/.bash_profile and /root/.bashrc and remove, comment out, or update
any line with umask to be 0027 or more restrictive.
Default Value:
System default umask
",,TRUE
